file,n_frames,hand_frames,adult_frames,max_ratio,mean_ratio,edge_frac,max_motion,pred,err
2026-07-08_17-25-53.mp4,12,0,0,0.0,0.0,0.0,86.69831848144531,0,
2026-07-11_16-59-18.mp4,12,2,2,0.1790251324629807,0.17526629836295549,0.0,54.74176025390625,1,
2026-07-08_21-59-17.mp4,12,1,0,0.15775979935520135,0.15775979935520135,0.0,128.14035034179688,0,
2026-07-05_10-17-51.mp4,12,0,0,0.0,0.0,0.0,64.75747680664062,0,
2026-07-10_14-08-02.mp4,12,0,0,0.0,0.0,0.0,9.972579956054688,0,
2026-07-25_18-05-05.mp4,12,0,0,0.0,0.0,0.0,63.992679595947266,0,
2026-07-14_06-18-07.mp4,12,0,0,0.0,0.0,0.0,21.364858627319336,0,
2026-07-04_10-20-03.mp4,12,1,1,0.2691249689180122,0.2691249689180122,0.0,28.142799377441406,1,
2026-07-05_04-56-25.mp4,12,0,0,0.0,0.0,0.0,42.45419692993164,0,
2026-07-15_23-41-15.mp4,12,0,0,0.0,0.0,0.0,16.718996047973633,0,
2026-07-18_11-45-04.mp4,12,0,0,0.0,0.0,0.0,16.104074478149414,0,
2026-07-01_21-14-25.mp4,12,1,0,0.10367418770898647,0.10367418770898647,0.0,62.94500732421875,0,
2026-07-01_23-33-15.mp4,12,0,0,0.0,0.0,0.0,52.376041412353516,0,
2026-07-05_16-57-48.mp4,12,0,0,0.0,0.0,0.0,33.396690368652344,0,
2026-07-15_04-22-34.mp4,12,0,0,0.0,0.0,0.0,12.346721649169922,0,
2026-07-15_23-40-51.mp4,12,1,0,0.08346918815024712,0.08346918815024712,0.0,25.770986557006836,0,
2026-07-20_00-48-41.mp4,12,0,0,0.0,0.0,0.0,76.87895202636719,0,
2026-07-13_07-08-18.mp4,12,0,0,0.0,0.0,0.0,181.16761779785156,0,
2026-07-10_14-17-25.mp4,12,0,0,0.0,0.0,0.0,10.267861366271973,0,
2026-07-05_04-29-01.mp4,12,0,0,0.0,0.0,0.0,36.467647552490234,0,
2026-07-06_16-25-11.mp4,12,0,0,0.0,0.0,0.0,64.37034606933594,0,
2026-07-01_00-37-40.mp4,12,2,1,0.23948878537463628,0.17078075614243232,1.0,38.54138946533203,1,
