file,cry_prob,cry_any_prob,face_rate,mouth_open_max,eye_open_min,label_crying,error
2026-07-25_10-54-16.mp4,0.023466723039746284,0.08607235550880432,0.0,0.0,1.0,0,
2026-07-22_00-40-41.mp4,0.0016646214062348008,0.006451213266700506,0.0,0.0,1.0,0,
2026-07-08_21-47-05.mp4,0.0002535060921218246,0.001146098948083818,0.0,0.0,1.0,0,
2026-07-06_10-36-35.mp4,0.0010366718051955104,0.003446639282628894,0.0,0.0,1.0,0,
2026-07-11_01-38-52.mp4,9.110326209338382e-05,0.0004542574461083859,0.0,0.0,1.0,0,
2026-07-16_03-54-01.mp4,0.0010328060016036034,0.002846023067831993,0.0,0.0,1.0,0,
2026-07-24_07-27-45.mp4,0.002416932722553611,0.02265298180282116,0.0,0.0,1.0,0,
2026-07-21_12-03-43.mp4,0.00035631938953883946,0.0010046637617051601,0.0,0.0,1.0,0,
2026-07-25_17-53-47.mp4,0.00030786279239691794,0.0013480784837156534,0.0,0.0,1.0,0,
2026-07-15_23-38-39.mp4,0.0016451909905299544,0.006645823363214731,0.0,0.0,1.0,0,
2026-07-17_02-45-53.mp4,0.0005460918764583766,0.0027901518624275923,0.0,0.0,1.0,0,
2026-07-01_08-20-13.mp4,0.0005130338831804693,0.0015033251838758588,0.0,0.0,1.0,0,
2026-07-14_14-23-08.mp4,0.0006147062522359192,0.0026439782232046127,0.0,0.0,1.0,0,
2026-07-01_18-03-11.mp4,0.0007015095907263458,0.002931885188445449,0.0,0.0,1.0,0,
2026-07-22_15-16-25.mp4,0.000567098380997777,0.002151763066649437,0.0,0.0,1.0,0,
2026-07-21_15-30-17.mp4,0.0002921436389442533,0.002045710338279605,0.0,0.0,1.0,0,
2026-07-15_10-09-37.mp4,0.0003275330818723887,0.0010168575681746006,0.0,0.0,1.0,0,
2026-07-13_09-23-56.mp4,0.0004276540712453425,0.0009424648014828563,0.0,0.0,1.0,0,
2026-07-26_02-38-12.mp4,0.036022529006004333,0.04615731164813042,0.0,0.0,1.0,0,
2026-07-06_18-28-18.mp4,0.00039266099338419735,0.0011478655505925417,0.0,0.0,1.0,0,
2026-07-20_22-58-39.mp4,0.003296950599178672,0.015681127086281776,0.0,0.0,1.0,0,
2026-07-08_20-45-44.mp4,0.0006338499952107668,0.0021706591360270977,0.0,0.0,1.0,0,
2026-07-07_06-17-32.mp4,0.00015136259025894105,0.0009627320687286556,0.0,0.0,1.0,0,
